1286 1431 1567 226 1528 1410 1316 1117 1017 1334 1282 1319 4117 4117 4117 4118 
1284 1464 2011 225 1479 1406 1314 1117 993 1334 4117 0 4117 4117 4117 4118 
1284 1476 1590 226 1693 1406 1314 1117 962 1335 1210 1256 4117 4117 4117 4118 
1283 1466 1345 223 1478 1408 1315 1117 961 1334 4117 0 4117 4117 4117 4118 
1285 1469 1798 226 1696 1408 1315 1118 965 1334 1232 1293 4116 4116 4116 4116 
1284 1461 1383 223 1470 1406 1314 1118 912 1335 4117 0 4117 4117 4117 4117 
1284 1459 1381 226 1544 1406 1315 1117 925 1334 1310 0 4117 4117 4117 4117 
1283 1458 1972 225 1710 1407 1315 1116 990 1334 1245 398 4116 4116 4116 4117 
1285 1450 1809 229 1674 1409 1315 1118 958 1334 1196 1274 4116 4116 4116 4117 
1284 1511 1232 225 1476 1407 1314 1116 994 1335 4117 3575 4117 4117 4117 4117 
1284 1454 1677 227 1645 1408 1316 1118 964 1335 1257 0 4117 4117 4117 4117 
1284 1518 1314 226 1510 1407 1315 1118 1009 1336 1984 2531 4116 4116 4116 4117 
1285 1462 1760 228 1631 1411 1316 1120 967 1334 1214 1282 4116 4116 4116 4116 
1286 1469 1443 228 1610 1409 1317 1119 981 1334 1254 1289 4116 4116 4116 4117 
1285 1476 2117 227 1885 1410 1316 1120 976 1334 1217 1278 4115 4115 4115 4116 
1284 1508 1291 227 1541 1409 1317 1117 960 1333 1316 594 4116 4116 4116 4117 
1285 1462 1859 226 1646 1409 1316 1119 907 1335 1218 1265 4115 4115 4115 4115 
1286 1459 1281 228 1479 1408 1317 1119 1057 1334 4116 0 4116 4116 4116 4117 
1284 1447 1444 227 1522 1408 1315 1119 1035 1335 1358 1365 4116 4116 4116 4116 
1284 1463 1771 227 1640 1408 1316 1118 952 1334 1239 1264 4116 4116 4116 4117 
1284 1461 2121 227 1601 1407 1316 1119 979 1334 1241 0 4116 4116 4116 4117 
1286 1493 1261 226 1504 1409 1317 1118 982 1334 1278 1440 4116 4116 4116 4116 
1286 1464 1550 227 1672 1409 1316 1119 967 1335 1213 1259 4116 4116 4116 4117 
1285 1476 1423 227 1516 1409 1316 1118 939 1334 1259 1359 4116 4116 4116 4116 
