1319 1405 8795 16383 1515 1588 1294 1239 605 471 487 2111 4097 4097 4097 4098 
1358 1349 8806 16383 2336 2426 1297 1241 582 591 4097 4097 4097 4097 4097 4098 
1339 1415 8795 16383 1472 1743 1295 1237 605 479 510 2201 4096 4096 4096 4097 
1287 1269 8813 16383 1218 1317 1295 1239 604 379 558 621 4096 4096 4096 4097 
1397 1511 8796 16383 1498 1677 1295 1235 604 527 529 2209 4096 4096 4096 4097 
1333 1356 8803 16383 1999 2107 1295 1239 605 493 467 4096 4096 4096 4096 4097 
1299 1249 8811 16383 1244 1314 1294 1238 512 392 439 642 8191 8191 8191 4096 
1279 1223 8806 16383 1205 1298 1295 1238 603 531 684 554 4097 4097 4097 4098 
1326 1356 8819 16383 1519 1699 1297 1239 603 470 454 476 8191 8191 8191 4096 
1343 1330 8812 16383 1665 1590 1293 1235 597 592 3027 628 8191 8191 8191 4096 
1367 1555 8798 16383 1783 1775 1293 1237 606 430 2048 1919 8191 8191 8191 4096 
1363 1327 8779 16383 1583 1567 1295 1237 605 571 2165 2009 4096 4096 4096 4097 
1333 1462 8802 16383 1620 1769 1295 1237 605 431 470 1983 4096 4096 4096 4097 
1348 1383 8797 16383 1483 1602 1295 1239 605 480 492 3268 4096 4096 4096 4097 
1377 1391 8798 16383 1627 1694 1291 1235 607 570 3726 3412 4096 4096 4096 4097 
1492 1561 8803 16383 1595 1611 1295 1239 2248 591 503 2264 4096 4096 4096 4097 
1381 1389 8813 16383 1919 1759 1294 1235 598 592 2018 2088 4096 4096 4096 4097 
1276 1283 8799 16383 1231 1301 1293 1236 605 274 354 500 4096 4096 4096 4097 
1315 1268 8796 16383 1217 1301 1294 1236 606 543 514 624 8191 8191 8191 4096 
1371 1387 8805 16383 1657 1627 1295 1239 579 592 2176 2173 8191 8191 8191 4096 
1274 1251 8825 16383 1210 1291 1295 1238 606 468 547 558 8191 8191 8191 4096 
1355 1310 8815 16383 1583 1599 1294 1237 604 2072 2104 3030 4096 4096 4096 4097 
1375 1367 8802 16383 1641 1614 1293 1237 605 572 3306 2211 4096 4096 4096 4097 
