9977 1193 6165 16383 1172 1281 1294 1239 8190 8190 8191 8190 8190 8190 8190 8191 
9991 1199 6176 16383 1171 1281 1295 1239 8189 8189 8190 8189 8189 8189 8189 8190 
9966 1189 6167 16383 1173 1281 1295 1239 8189 8189 8190 8189 8189 8189 8189 8190 
9975 1193 6172 16383 1172 1281 1295 1238 8190 8190 8191 8190 8190 8190 8190 8191 
9977 1196 6163 16383 1175 1284 1298 1243 8189 8189 8190 8189 8189 8189 8189 8190 
9974 1191 6165 16383 1173 1281 1298 1241 8189 8189 8190 8189 8189 8189 8189 8190 
9977 1195 6165 16383 1171 1279 1295 1239 8189 8189 8190 8189 8189 8189 8189 8190 
9978 1193 6158 16383 1172 1282 1295 1239 8189 8189 8190 8189 8189 8189 8189 8190 
9971 1191 6161 16383 1173 1279 1295 1237 8189 8189 8190 8189 8189 8189 8189 8190 
9963 1187 6167 16383 1173 1279 1295 1239 8188 8188 8189 8188 8188 8188 8188 8189 
9977 1196 6167 16383 1175 1280 1299 1242 8189 8189 8190 8189 8189 8189 8189 8190 
9987 1198 6155 16383 1173 1282 1299 1239 8189 8189 8190 8189 8189 8189 8189 8190 
9977 1193 6169 16383 1175 1282 1295 1239 8189 8189 8190 8189 8189 8189 8189 8190 
9986 1198 6171 16383 1174 1283 1299 1242 8189 8189 8190 8189 8189 8189 8189 8190 
9981 1195 6163 16383 1173 1282 1299 1242 8189 8189 8190 8189 8189 8189 8189 8190 
9977 1194 6173 16383 1175 1282 1297 1241 8188 8188 8189 8188 8188 8188 8188 8189 
9975 1194 6151 16383 1175 1282 1295 1241 8189 8189 8190 8189 8189 8189 8189 8190 
9966 1191 6173 16383 1174 1279 1295 1239 8189 8189 8190 8189 8189 8189 8189 8190 
9977 1194 6172 16383 1175 1281 1298 1241 8189 8189 8190 8189 8189 8189 8189 8190 
9978 1195 6165 16383 1173 1281 1297 1241 8189 8189 8190 8189 8189 8189 8189 8190 
9974 1193 6159 16383 1171 1279 1297 1241 8189 8189 8190 8189 8189 8189 8189 8190 
9976 1195 6173 16383 1173 1282 1298 1239 8189 8189 8190 8189 8189 8189 8189 8190 
9973 1189 6158 16383 1171 1279 1295 1239 8188 8188 8189 8188 8188 8188 8188 8189 
9980 1195 6159 16383 1172 1279 1295 1239 8189 8189 8190 8189 8189 8189 8189 8190 
9975 1195 6171 16383 1173 1281 1297 1241 8189 8189 8190 8189 8189 8189 8189 8190 
9971 1191 6171 16383 1171 1281 1295 1238 8189 8189 8190 8189 8190 8190 8190 8191 
9977 1194 6167 16383 1172 1281 1295 1241 8189 8189 8190 8189 8189 8189 8189 8190 
9975 1198 6167 16383 1173 1281 1295 1239 8189 8189 8190 8189 8189 8189 8189 8190 
9980 1191 6176 16383 1173 1281 1295 1240 8189 8189 8190 8189 8189 8189 8189 8190 
9963 1191 6173 16383 1173 1281 1294 1239 8189 8189 8190 8189 8189 8189 8189 8190 
