1408 1415 241 299
1386 1447 249 300
1356 1418 245 300
1344 1390 243 301
1368 1549 252 304
1426 1412 242 301
1371 1451 245 297
1430 1522 247 301
1391 1458 246 299
1430 1502 247 301
1415 1519 248 298
1479 1420 239 299
1372 1459 243 294
1418 1440 240 293
1379 1482 243 293
1431 1447 238 293
1378 1425 239 293
1420 1519 245 294
1477 1446 239 296
1407 1468 242 292
1377 1432 242 297
1382 1439 242 296
1382 1438 244 296
1415 1426 239 293
1368 1444 239 294
1438 1466 242 295
1404 1416 237 291
1376 1484 241 290
1362 1442 241 290
1420 1447 241 293
1376 1460 241 292
1379 1444 242 293
1386 1439 239 290
1359 1469 242 290
1443 1466 239 291
1367 1436 239 289
1411 1461 238 290
1387 1419 232 289
1411 1492 236 288
1328 1405 236 289
1358 1447 241 290
1375 1450 236 289
1396 1497 240 290
1457 1473 235 289
1391 1455 239 290
1387 1485 241 290
1448 1458 236 291
1409 1501 237 289
1379 1457 238 289
1382 1477 241 289
1401 1446 234 286
1341 1391 234 285
1377 1459 239 290
1367 1443 240 290
1380 1405 240 293
1377 1466 241 291
1448 1435 235 290
1445 1516 237 288
1403 1462 241 293
1394 1443 237 293
1378 1455 240 292
1442 1455 239 294
1335 1378 229 295
1435 1655 244 293
1364 1463 247 297
1366 1457 248 300
1371 1434 245 298
1344 1524 251 301
1407 1454 244 298
1338 1389 246 301
1430 1438 243 301
1373 1432 246 301
1387 1393 234 299
1388 1445 247 300
1398 1500 249 305
1340 1405 248 299
1401 1471 248 301
1388 1470 247 298
1436 1423 240 300
1392 1451 247 301
1415 1484 245 300
1418 1471 246 299
1387 1443 245 298
1397 1442 244 302
1373 1531 249 305
1394 1511 245 300
1389 1449 244 301
1419 1455 248 304
1407 1475 247 300
1374 1437 247 302
1410 1540 248 301
1423 1595 246 299
1390 1447 243 298
1333 1560 284 300
1379 1452 245 300
1533 1651 245 300
1458 1535 242 301
1309 1373 248 304
1422 1487 246 300
1357 1399 244 300
1394 1471 243 298
1379 1541 245 297
1338 1505 248 301
1405 1447 242 302
1373 1449 245 301
1399 1452 244 300
1486 1659 248 300
1414 1427 242 299
1444 1465 240 299
1370 1449 248 299
1333 1396 245 296
1401 1448 242 302
1419 1532 244 299
1328 1481 279 299
1399 1449 243 298
1390 1434 244 298
1382 1416 243 299
1364 1455 245 299
1387 1524 248 298
1365 1447 246 301
1400 1475 246 300
1393 1526 249 300
1369 1452 248 299
1372 1435 244 298
1371 1542 247 301
1410 1465 244 299
1549 1594 243 299
1348 1423 243 295
1426 1444 241 297
1400 1449 246 299
1377 1460 246 297
1372 1534 246 297
1432 1462 241 296
1407 1534 247 296
1468 1605 248 298
1375 1459 246 298
1345 1388 242 299
1375 1465 246 297
1373 1462 245 298
1398 1449 244 295
1361 1435 245 296
1525 1502 244 299
1381 1460 247 298
1413 1401 234 296
1399 1462 244 297
1431 1514 244 298
1397 1474 241 297
1378 1449 246 297
1398 1604 246 297
1337 1532 249 296
1381 1511 244 293
1383 1526 243 292
1373 1463 245 297
1409 1385 232 297
1390 1451 243 296
1376 1449 244 297
1322 1383 246 295
1411 1477 243 299
1346 1487 245 297
1433 1399 239 298
1381 1458 247 300
1365 1452 246 298
1388 1422 241 297
1451 1543 247 297
1375 1490 247 297
1385 1436 243 299
1394 1549 244 296
1409 1475 244 296
1454 1447 241 297
1387 1454 248 299
1399 1447 243 298
1381 1437 243 295
1393 1537 246 295
1329 1383 249 296
1336 1389 244 298
1428 1447 243 297
1366 1444 245 296
1367 1455 247 298
1341 1543 248 298
1383 1466 246 297
1426 1559 246 299
1426 1436 242 297
1427 1463 244 296
1406 1487 247 299
1413 1517 244 298
1359 1436 246 298
1364 1434 246 300
1378 1488 247 301
1392 1480 249 298
1385 1457 246 298
1408 1578 248 295
1459 1500 244 297
1425 1509 242 299
1381 1465 247 298
1333 1386 246 299
1409 1526 247 301
1391 1591 248 300
1394 1469 246 300
1385 1444 247 300
1388 1442 248 301
1396 1930 249 300
1386 1507 248 302
1422 1486 247 301
1403 1470 246 303
1394 1483 247 301
1383 1438 246 301
1369 1452 247 301
1395 1463 249 302
1426 1439 242 301
1394 1364 236 303
1379 1422 249 305
1367 1454 250 305
1363 1441 249 301
